gen,gen_time,fitness_min,fitness_max,fitness_avg,champ_id,champ_mean,champ_std,champ_teams,champ_learners,champ_instructions,champ_act_instructions,champ_real_acts,pop_roots,pop_teams,pop_learners
0, 176.4723870754242, -176.51615948726476, 1.657644360144158, -108.19644154784902, ed9933d3-e655-4b5c-84e0-3eb4a5a7e14b, 1.657644360144158, 3.0383688734244183, 1, 2, 55,16, 2, 360, 360, 720
1, 109.37172079086304, -149.48087582925, 6.873899787299831, -97.53131309471227, d6ffe1c6-5c96-4ac4-8db0-6543d99eec81, 6.873899787299831, 0.4291181165251967, 1, 3, 150,29, 3, 324, 360, 644
2, 95.21490263938904, -149.58562017023146, 6.873899787299831, -91.49663767028683, d6ffe1c6-5c96-4ac4-8db0-6543d99eec81, 6.873899787299831, 0.4291181165251967, 1, 3, 150,29, 3, 302, 360, 645
3, 113.03588771820068, -135.82421819120333, 6.873899787299831, -84.63794783561154, d6ffe1c6-5c96-4ac4-8db0-6543d99eec81, 6.873899787299831, 0.4291181165251967, 1, 3, 150,29, 3, 294, 360, 662
4, 147.06935715675354, -146.75794985705264, 6.873899787299831, -79.75797644123111, d6ffe1c6-5c96-4ac4-8db0-6543d99eec81, 6.873899787299831, 0.4291181165251967, 1, 3, 150,29, 3, 293, 360, 664
5, 165.8555257320404, -144.9990346974465, 6.873899787299831, -72.07491774325366, d6ffe1c6-5c96-4ac4-8db0-6543d99eec81, 6.873899787299831, 0.4291181165251967, 1, 3, 150,29, 3, 293, 360, 658
6, 171.3142261505127, -129.94465596418564, 6.873899787299831, -62.43049052948179, d6ffe1c6-5c96-4ac4-8db0-6543d99eec81, 6.873899787299831, 0.4291181165251967, 1, 3, 150,29, 3, 296, 360, 633
7, 178.0110342502594, -126.00755641556584, 6.873899787299831, -56.30409634317869, d6ffe1c6-5c96-4ac4-8db0-6543d99eec81, 6.873899787299831, 0.4291181165251967, 1, 3, 150,29, 3, 293, 360, 654
8, 191.24364805221558, -161.13379873000792, 7.155516010177259, -47.218009348086774, 0bdfaf47-5525-40db-8990-0daa82c58e22, 7.155516010177259, 0.12503074855972537, 1, 3, 68,25, 3, 293, 360, 662
9, 191.21118545532227, -158.62877019605634, 7.155516010177259, -40.688232691586215, 0bdfaf47-5525-40db-8990-0daa82c58e22, 7.155516010177259, 0.12503074855972537, 1, 3, 68,25, 3, 285, 360, 681
10, 199.64084100723267, -124.02646026546707, 8.831412870811922, -34.77034157694284, c3487a6a-f025-427f-8d13-a49ba1cd67c6, 8.831412870811922, 6.321021237780343, 1, 3, 47,84, 3, 291, 360, 636
11, 136.77574038505554, -151.79131909220712, 12.840168404519497, -46.40491729828577, 5f62309f-c08f-465c-ba2c-1654acebb28b, 12.840168404519497, 5.021754443720086, 1, 2, 31,68, 2, 273, 360, 777
12, 181.65109133720398, -123.92307842138432, 19.632083397221443, -27.32691975355516, c4b5792b-39a6-4bca-bb82-e12cabdbfdc8, 19.632083397221443, 2.2059655133998226, 5, 11, 199,157, 7, 280, 360, 672
13, 185.24308061599731, -134.9730336449295, 19.632083397221443, -20.844950150514286, c4b5792b-39a6-4bca-bb82-e12cabdbfdc8, 19.632083397221443, 2.2059655133998226, 5, 11, 199,157, 7, 283, 360, 664
